i= 1   8,34,92,80,4,37,11,95,51,60
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  40)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  43)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  47)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  60)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  71)' }
{ Error: ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))
    at Query.Sequence._packetToError (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Sequence.js:47:14)
    at Query.ErrorPacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/sequences/Query.js:77:18)
    at Protocol._parsePacket (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:278:23)
    at Parser.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Parser.js:76:12)
    at Protocol.write (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:38:16)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:91:28)
    at Socket.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:502:10)
    at emitOne (events.js:116:13)
    at Socket.emit (events.js:211:7)
    at addChunk (_stream_readable.js:263:12)
    --------------------
    at Protocol._enqueue (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/protocol/Protocol.js:144:48)
    at Connection.query (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/node_modules/mysql/lib/Connection.js:200:25)
    at Object.<anonymous> (/Users/ShabnamMokhtarani/Desktop/HRSF101-Repos/hrsf101-front-end-capstone/faker.js:61:24)
    at Module._compile (module.js:652:30)
    at Object.Module._extensions..js (module.js:663:10)
    at Module.load (module.js:565:32)
    at tryModuleLoad (module.js:505:12)
    at Function.Module._load (module.js:497:3)
    at Function.Module.runMain (module.js:693:10)
    at startup (bootstrap_node.js:188:16)
  code: 'ER_NO_REFERENCED_ROW_2',
  errno: 1452,
  sqlMessage: 'Cannot add or update a child row: a foreign key constraint fails (`artists`.`relatedartists`, CONSTRAINT `relatedartists_ibfk_1` FOREIGN KEY (`related_Artist_ID`) REFERENCES `artist` (`artistid`))',
  sqlState: '23000',
  index: 0,
  sql: 'INSERT INTO relatedArtists (related_Artist_ID, main_Artist_ID) VALUES("0",  85)' }
